#Genus	Species	Strain	NCBI accession	From	To	BGC type	On contig edge	Most similar known cluster	Similarity in %	MIBiG BGC-ID	Results URL
Streptococcus	Unknown	NGAS596	NZ_CP007561.1	1375627	1385855	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP007561.1&start=1375627&end=1385855
Streptococcus	thermophilus	ND03	NC_017563.1	100435	124489	lanthipeptide-class-i	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_017563.1&start=100435&end=124489
Streptococcus	thermophilus	ND03	NC_017563.1	259784	302676	nrps-like	false	asukamycin	4	BGC0000187	https://antismash-db.secondarymetabolites.org/area?record=NC_017563.1&start=259784&end=302676
Streptococcus	thermophilus	ND03	NC_017563.1	513904	534975	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_017563.1&start=513904&end=534975
Streptococcus	thermophilus	ND03	NC_017563.1	830523	853749	ras-ripp	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_017563.1&start=830523&end=853749
Streptococcus	thermophilus	ND03	NC_017563.1	1230512	1252937	ras-ripp	false	streptide	100	BGC0001209	https://antismash-db.secondarymetabolites.org/area?record=NC_017563.1&start=1230512&end=1252937
Streptococcus	thermophilus	ND03	NC_017563.1	1513889	1532838	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_017563.1&start=1513889&end=1532838
Streptococcus	thermophilus	ND03	NC_017563.1	1752566	1774867	ras-ripp	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_017563.1&start=1752566&end=1774867
Streptococcus	Unknown	CCUG 62647	NZ_MUXQ01000010.1	64613	85747	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MUXQ01000010.1&start=64613&end=85747
Streptococcus	Unknown	CCUG 62647	NZ_MUXQ01000014.1	22434	43550	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MUXQ01000014.1&start=22434&end=43550
Streptococcus	Unknown	CCUG 62647	NZ_MUXQ01000014.1	98627	119740	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MUXQ01000014.1&start=98627&end=119740
Streptococcus	Unknown	CCUG 62647	NZ_MUXQ01000014.1	172862	189038	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MUXQ01000014.1&start=172862&end=189038
Streptococcus	Unknown	CCUG 62647	NZ_MUXQ01000018.1	0	34172	t3pks	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MUXQ01000018.1&start=0&end=34172
Streptococcus	Unknown	CCUG 62647	NZ_MUXQ01000020.1	49153	71336	lap	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MUXQ01000020.1&start=49153&end=71336
Streptococcus	Unknown	CCUG 62647	NZ_MUXQ01000029.1	21000	30330	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MUXQ01000029.1&start=21000&end=30330
Streptococcus	Unknown	CCUG 62647	NZ_MUXQ01000007.1	10319	20619	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MUXQ01000007.1&start=10319&end=20619
Streptococcus	Unknown	CCUG 62647	NZ_MUXQ01000008.1	39613	64624	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MUXQ01000008.1&start=39613&end=64624
Streptococcus	Unknown	A900	NZ_CAAHKP010000001.1	91000	114767	lap	false	streptolysin S	100	BGC0000566	https://antismash-db.secondarymetabolites.org/area?record=NZ_CAAHKP010000001.1&start=91000&end=114767
Streptococcus	Unknown	A900	NZ_CAAHKP010000001.1	211190	252366	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CAAHKP010000001.1&start=211190&end=252366
Streptococcus	Unknown	A900	NZ_CAAHKP010000001.1	377004	401234	lanthipeptide-class-i	false	streptin	90	BGC0000556	https://antismash-db.secondarymetabolites.org/area?record=NZ_CAAHKP010000001.1&start=377004&end=401234
Streptococcus	Unknown	A900	NZ_CAAHKP010000009.1	7043	18937	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_CAAHKP010000009.1&start=7043&end=18937
Streptococcus	Unknown	A900	NZ_CAAHKP010000014.1	0	11429	lanthipeptide-class-ii	true	streptococcin A-FF22	100	BGC0000557	https://antismash-db.secondarymetabolites.org/area?record=NZ_CAAHKP010000014.1&start=0&end=11429
Streptococcus	pyogenes	MGAS10270	NC_008022.1	390730	402598	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NC_008022.1&start=390730&end=402598
Streptococcus	pyogenes	MGAS10270	NC_008022.1	580686	604453	lap	false	streptolysin S	100	BGC0000566	https://antismash-db.secondarymetabolites.org/area?record=NC_008022.1&start=580686&end=604453
Streptococcus	pyogenes	MGAS10270	NC_008022.1	702201	743377	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_008022.1&start=702201&end=743377
Streptococcus	pyogenes	MGAS10270	NC_008022.1	868660	892890	lanthipeptide-class-i	false	streptin	90	BGC0000556	https://antismash-db.secondarymetabolites.org/area?record=NC_008022.1&start=868660&end=892890
Streptococcus	Unknown	NS2012	NZ_CAAINV010000001.1	9218	32985	lap	false	streptolysin S	100	BGC0000566	https://antismash-db.secondarymetabolites.org/area?record=NZ_CAAINV010000001.1&start=9218&end=32985
Streptococcus	Unknown	NS2012	NZ_CAAINV010000001.1	129771	170947	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CAAINV010000001.1&start=129771&end=170947
Streptococcus	Unknown	NS2012	NZ_CAAINV010000006.1	114212	121606	ripp-like	true	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_CAAINV010000006.1&start=114212&end=121606
Streptococcus	Unknown	NS2012	NZ_CAAINV010000008.1	0	12329	ripp-like	true	ubericin K	18	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_CAAINV010000008.1&start=0&end=12329
Streptococcus	Unknown	NS2012	NZ_CAAINV010000013.1	0	11253	lanthipeptide-class-ii	true	streptococcin A-FF22	90	BGC0000557	https://antismash-db.secondarymetabolites.org/area?record=NZ_CAAINV010000013.1&start=0&end=11253
Streptococcus	pneumoniae	P1031	NC_012467.1	70390	83489	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_012467.1&start=70390&end=83489
Streptococcus	pneumoniae	P1031	NC_012467.1	134278	144563	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_012467.1&start=134278&end=144563
Streptococcus	pneumoniae	P1031	NC_012467.1	496725	510027	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NC_012467.1&start=496725&end=510027
Streptococcus	pneumoniae	P1031	NC_012467.1	640412	650712	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_012467.1&start=640412&end=650712
Streptococcus	pneumoniae	P1031	NC_012467.1	1602306	1643479	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_012467.1&start=1602306&end=1643479
Streptococcus	Unknown	C277	NZ_FNKC01000002.1	76733	118926	arylpolyene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FNKC01000002.1&start=76733&end=118926
Streptococcus	Unknown	C277	NZ_FNKC01000001.1	577537	618716	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FNKC01000001.1&start=577537&end=618716
Streptococcus	Unknown	C277	NZ_FNKC01000001.1	970803	991712	furan	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FNKC01000001.1&start=970803&end=991712
Streptococcus	Unknown	C277	NZ_FNKC01000001.1	1211740	1224362	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FNKC01000001.1&start=1211740&end=1224362
Streptococcus	gallolyticus	ATCC BAA-2069	NC_015215.1	85265	112317	lanthipeptide-class-ii	false	BHT-Aα/BHT-Aβ	37	BGC0000497	https://antismash-db.secondarymetabolites.org/area?record=NC_015215.1&start=85265&end=112317
Streptococcus	gallolyticus	ATCC BAA-2069	NC_015215.1	1286761	1327940	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_015215.1&start=1286761&end=1327940
Streptococcus	gallolyticus	ATCC BAA-2069	NC_015215.1	2021061	2034287	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_015215.1&start=2021061&end=2034287
Streptococcus	gallolyticus	ATCC BAA-2069	NC_015215.1	2191517	2213556	lap	false	mutanocyclin/leuvalin/tyrvalin	15	BGC0002287	https://antismash-db.secondarymetabolites.org/area?record=NC_015215.1&start=2191517&end=2213556
Streptococcus	Unknown	1171_SSPC	NZ_JWAK01000044.1	67421	79575	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JWAK01000044.1&start=67421&end=79575
Streptococcus	Unknown	1171_SSPC	NZ_JWAK01000045.1	52630	93809	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JWAK01000045.1&start=52630&end=93809
Streptococcus	Unknown	DE-NI-010	NZ_CQBY01000001.1	20027	62223	arylpolyene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CQBY01000001.1&start=20027&end=62223
Streptococcus	Unknown	DE-NI-010	NZ_CQBY01000010.1	0	36338	t3pks	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CQBY01000010.1&start=0&end=36338
Streptococcus	Unknown	SMRU737	NZ_CFGT01000001.1	64464	85598	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CFGT01000001.1&start=64464&end=85598
Streptococcus	Unknown	SMRU737	NZ_CFGT01000001.1	112758	133406	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CFGT01000001.1&start=112758&end=133406
Streptococcus	Unknown	SMRU737	NZ_CFGT01000001.1	191882	212995	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CFGT01000001.1&start=191882&end=212995
Streptococcus	Unknown	SMRU737	NZ_CFGT01000001.1	267402	281572	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CFGT01000001.1&start=267402&end=281572
Streptococcus	Unknown	SMRU737	NZ_CFGT01000008.1	14732	30295	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CFGT01000008.1&start=14732&end=30295
Streptococcus	Unknown	SMRU737	NZ_CFGT01000009.1	39139	49355	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CFGT01000009.1&start=39139&end=49355
Streptococcus	Unknown	SMRU737	NZ_CFGT01000022.1	21194	29969	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CFGT01000022.1&start=21194&end=29969
Streptococcus	Unknown	SMRU737	NZ_CFGT01000024.1	0	28045	t3pks	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CFGT01000024.1&start=0&end=28045
Streptococcus	Unknown	DD26	NZ_KQ970288.1	130818	171991	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ970288.1&start=130818&end=171991
Streptococcus	Unknown	DD26	NZ_KQ970290.1	32683	56188	ras-ripp	false	thermophilin 1277	10	BGC0000561	https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ970290.1&start=32683&end=56188
Streptococcus	Unknown	DD26	NZ_KQ970291.1	99799	119356	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ970291.1&start=99799&end=119356
Streptococcus	Unknown	HMSC10E12	NZ_KV791081.1	7063	30249	thiopeptide lap hybrid	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KV791081.1&start=7063&end=30249
Streptococcus	Unknown	HMSC10E12	NZ_KV791083.1	269550	279784	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KV791083.1&start=269550&end=279784
Streptococcus	Unknown	HMSC10E12	NZ_KV791092.1	1392	13489	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KV791092.1&start=1392&end=13489
Streptococcus	Unknown	HMSC10E12	NZ_KV791104.1	287707	328874	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KV791104.1&start=287707&end=328874
Streptococcus	Unknown	HMSC064H09	NZ_KV809556.1	120698	139555	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KV809556.1&start=120698&end=139555
Streptococcus	Unknown	HMSC064H09	NZ_KV809571.1	32427	44524	ripp-like	false	quinolidomicin A	3	BGC0002520	https://antismash-db.secondarymetabolites.org/area?record=NZ_KV809571.1&start=32427&end=44524
Streptococcus	Unknown	HMSC064H09	NZ_KV809582.1	40585	81752	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KV809582.1&start=40585&end=81752
Streptococcus	Unknown	HMSC072C09	NZ_KV811501.1	337902	374192	t3pks	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KV811501.1&start=337902&end=374192
Streptococcus	Unknown	ATCC 25975	NZ_CP015283.1	202309	221670	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP015283.1&start=202309&end=221670
Streptococcus	Unknown	ATCC 25975	NZ_CP015283.1	800228	812325	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP015283.1&start=800228&end=812325
Streptococcus	Unknown	ATCC 25975	NZ_CP015283.1	836159	848316	ripp-like	false	ubericin K	18	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP015283.1&start=836159&end=848316
Streptococcus	Unknown	ATCC 25975	NZ_CP015283.1	1264147	1286572	ras-ripp	false	streptide	100	BGC0001209	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP015283.1&start=1264147&end=1286572
Streptococcus	Unknown	ATCC 25975	NZ_CP015283.1	2108815	2149982	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP015283.1&start=2108815&end=2149982
Streptococcus	Unknown	ATCC 25975	NZ_CP015284.1	49900	72465	lanthipeptide-class-iii	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP015284.1&start=49900&end=72465
Streptococcus	Unknown	32811	NZ_PNRH01000001.1	143326	154100	butyrolactone	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_PNRH01000001.1&start=143326&end=154100
Streptococcus	Unknown	32811	NZ_PNRH01000003.1	44211	54508	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_PNRH01000003.1&start=44211&end=54508
Streptococcus	Unknown	32811	NZ_PNRH01000003.1	57323	98496	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_PNRH01000003.1&start=57323&end=98496
Streptococcus	Unknown	32811	NZ_PNRH01000008.1	24282	45088	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_PNRH01000008.1&start=24282&end=45088
Streptococcus	Unknown	11	NZ_PVST01000020.1	0	25533	t3pks	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_PVST01000020.1&start=0&end=25533
Streptococcus	Unknown	11	NZ_PVST01000005.1	214484	226638	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_PVST01000005.1&start=214484&end=226638
Streptococcus	Unknown	11	NZ_PVST01000006.1	20506	30785	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_PVST01000006.1&start=20506&end=30785
Streptococcus	Unknown	ChDC B353	NZ_RBCK01000001.1	1006420	1047593	t3pks	false	suicin 65	20	BGC0001788	https://antismash-db.secondarymetabolites.org/area?record=NZ_RBCK01000001.1&start=1006420&end=1047593
Streptococcus	Unknown	ChDC B353	NZ_RBCK01000003.1	35845	47999	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_RBCK01000003.1&start=35845&end=47999
Streptococcus	Unknown	emmNA	NZ_CP035429.1	376984	399905	ripp-like	false	ubericin K	25	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP035429.1&start=376984&end=399905
Streptococcus	Unknown	emmNA	NZ_CP035429.1	549545	573312	lap	false	streptolysin S	100	BGC0000566	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP035429.1&start=549545&end=573312
Streptococcus	Unknown	emmNA	NZ_CP035429.1	670092	711268	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP035429.1&start=670092&end=711268
Streptococcus	Unknown	LPB0220	NZ_CP044230.1	1816481	1857654	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP044230.1&start=1816481&end=1857654
Streptococcus	Unknown	MO557	NZ_BCEX01000006.1	27969	36713	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_BCEX01000006.1&start=27969&end=36713
Streptococcus	Unknown	MO557	NZ_BCEX01000022.1	22522	63680	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_BCEX01000022.1&start=22522&end=63680
Streptococcus	Unknown	MO557	NZ_BCEX01000024.1	96917	111717	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_BCEX01000024.1&start=96917&end=111717
Streptococcus	Unknown	MO557	NZ_BCEX01000025.1	0	17067	rre-containing	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_BCEX01000025.1&start=0&end=17067
Streptococcus	Unknown	MO557	NZ_BCEX01000029.1	286241	298461	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_BCEX01000029.1&start=286241&end=298461
Streptococcus	Unknown	CNU_G3	NZ_CP046624.1	1071649	1112825	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP046624.1&start=1071649&end=1112825
Streptococcus	Unknown	CNU_G3	NZ_CP046624.1	1236069	1258565	ras-ripp	false	streptide	50	BGC0001209	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP046624.1&start=1236069&end=1258565
Streptococcus	Unknown	CNU_G3	NZ_CP046624.1	1706074	1718692	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP046624.1&start=1706074&end=1718692
Streptococcus	Unknown	FU129	NZ_BLIU01000010.1	89236	112999	lap	false	streptolysin S	100	BGC0000566	https://antismash-db.secondarymetabolites.org/area?record=NZ_BLIU01000010.1&start=89236&end=112999
Streptococcus	Unknown	FU129	NZ_BLIU01000025.1	0	29656	t3pks	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_BLIU01000025.1&start=0&end=29656
Streptococcus	Unknown	SLA269	NZ_JACVTA010000020.1	31114	41125	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JACVTA010000020.1&start=31114&end=41125
Streptococcus	Unknown	SLA269	NZ_JACVTA010000035.1	14336	29956	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JACVTA010000035.1&start=14336&end=29956
Streptococcus	Unknown	SLA269	NZ_JACVTA010000035.1	92878	106045	rre-containing	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JACVTA010000035.1&start=92878&end=106045
Streptococcus	Unknown	SLA269	NZ_JACVTA010000039.1	26357	47473	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JACVTA010000039.1&start=26357&end=47473
Streptococcus	Unknown	SLA269	NZ_JACVTA010000003.1	5640	26774	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JACVTA010000003.1&start=5640&end=26774
Streptococcus	Unknown	SLA269	NZ_JACVTA010000049.1	12100	18062	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JACVTA010000049.1&start=12100&end=18062
Streptococcus	Unknown	SLA269	NZ_JACVTA010000050.1	0	4340	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JACVTA010000050.1&start=0&end=4340
Streptococcus	Unknown	SLA269	NZ_JACVTA010000051.1	0	27340	t3pks	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JACVTA010000051.1&start=0&end=27340
